Accession,Description,"Abundances (Grouped): F1, 126","Abundances (Grouped): F1, 127N","Abundances (Grouped): F1, 127C","Abundances (Grouped): F1, 128N","Abundances (Grouped): F1, 128C","Abundances (Grouped): F1, 129N","Abundances (Grouped): F1, 129C","Abundances (Grouped): F1, 130N","Abundances (Grouped): F1, 130C","Abundances (Grouped): F1, 131N","Abundances (Grouped): F1, 131C"
P49006,MARCKS-related protein OS=Homo sapiens OX=9606 GN=MARCKSL1 PE=1 SV=2,1494915.833,866154.4811,1532211.083,1186666.177,1267097.803,752487.4885,1117414.293,974731.4207,1044526.032,869990.9597,1385016.353
P05062,Fructose-bisphosphate aldolase B OS=Homo sapiens OX=9606 GN=ALDOB PE=1 SV=2,,,,,,,,,,,
P60983,Glia maturation factor beta OS=Homo sapiens OX=9606 GN=GMFB PE=1 SV=2,1533342.713,1164042.787,2019801.717,1702925.511,1720349.056,1124415.383,1218191.133,1401160.65,1262555.251,1255167.999,1915904.093
Q9Y2Q0,Phospholipid-transporting ATPase IA OS=Homo sapiens OX=9606 GN=ATP8A1 PE=1 SV=1,868158.8766,687104.7909,1136832.312,938548.3662,912337.8378,769402.791,670338.3699,780711.2554,610232.6855,746472.0203,1046519.867
P30049,"ATP synthase subunit delta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1D PE=1 SV=2",1008290.229,657243.1155,1055226.447,1394009.411,939419.5381,691839.0668,627409.3372,739780.3452,595922.8895,642602.0549,1145233.728
P61586,Transforming protein RhoA OS=Homo sapiens OX=9606 GN=RHOA PE=1 SV=1,1181922.351,948323.9021,1375097.786,2084916.546,1372222.046,863101.5637,899802.4491,1151313.514,955054.2134,836230.3394,1752480.231
O75083,WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4,3194070.063,2621501.775,3657937.551,3127546.971,3371902.601,2289562.479,2490940.516,3033439.619,2307218.351,2828818.083,3684709.679
P61088,Ubiquitin-conjugating enzyme E2 N OS=Homo sapiens OX=9606 GN=UBE2N PE=1 SV=1,2616383.092,2368662.985,3599081.718,3816443.96,3198380.123,2093609.061,2421006.233,2443406.97,2241034.506,2786410.017,3665915.069
P00492,Hypoxanthine-guanine phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=HPRT1 PE=1 SV=2,2376892.917,1784481.813,2733548.746,2925427.154,2277504.883,1761140.8,1785006.286,1877949.002,1471758.533,1707225.61,3156579.581
P01860,Immunoglobulin heavy constant gamma 3 OS=Homo sapiens OX=9606 GN=IGHG3 PE=1 SV=2,63523.22119,58231.15869,66343.91943,117185.4414,73812.83105,55827.12695,27792.53845,34828.47607,75935.76807,46025.96143,120918.6133
Q15185,Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1,2995295.293,2076648.364,3411011.143,3253497.452,2704999.66,1892982.098,2197925.099,2501655.222,2006252.304,2153373.616,3245397.944
Q9H2X9,Solute carrier family 12 member 5 OS=Homo sapiens OX=9606 GN=SLC12A5 PE=1 SV=3,1908993.874,1367235.111,2252146.528,1660212.237,1844537.641,1290902.697,1424785.022,1421068.431,1288018.627,1510716.547,1930067.207
Q15181,Inorganic pyrophosphatase OS=Homo sapiens OX=9606 GN=PPA1 PE=1 SV=2,2650938.517,1985166.149,2954815.502,2827504.365,2526372.136,1731617.749,2000561.487,2107853.965,2045842.874,2073026.166,3224892.064
P10645,Chromogranin-A OS=Homo sapiens OX=9606 GN=CHGA PE=1 SV=7,1718480.517,1106367.188,1876322.451,1445752.021,1511167.597,973414.2476,1049400.738,1069317.253,863493.8823,1097931.26,2009203.525
P07108,Acyl-CoA-binding protein OS=Homo sapiens OX=9606 GN=DBI PE=1 SV=2,10908528.4,9065362.57,12060357.58,11869341.15,12286036.73,8414314.793,7155556.084,13128689.37,9942935.158,8634858.362,14132811.26
Q7L099,Protein RUFY3 OS=Homo sapiens OX=9606 GN=RUFY3 PE=1 SV=1,3254029.776,2153919.884,3655208.619,2672342.845,3026130.718,1800429.156,2492003.944,2522346.265,2156317.21,2326231.001,3847395.199
P14854,Cytochrome c oxidase subunit 6B1 OS=Homo sapiens OX=9606 GN=COX6B1 PE=1 SV=2,1819508.343,1802276.32,2068670.491,2292127.28,2114642.178,1437596.505,1349000.188,1719673.378,1457138.634,1735079.974,2308496.387
Q14247,Src substrate cortactin OS=Homo sapiens OX=9606 GN=CTTN PE=1 SV=2,2361155.021,1420789.51,2610572.833,1733254.397,1934834.284,1333570.502,1698196.475,1492059.553,1466681.265,1599346.636,1935733.27
Q02750,Dual specificity mitogen-activated protein kinase kinase 1 OS=Homo sapiens OX=9606 GN=MAP2K1 PE=1 SV=2,3458671.484,2540234.341,4304138.811,3690885.816,3588270.471,2486208.918,2609362.1,3005925.06,2178321.635,2669544.573,4521497.932
P42025,Beta-centractin OS=Homo sapiens OX=9606 GN=ACTR1B PE=1 SV=1,3655238.524,2294769.754,3255104.472,2640178.986,3926010.615,3046538.782,2795139.689,3370602.86,2203497.03,2009672.828,4284156.089
Q13228,Methanethiol oxidase OS=Homo sapiens OX=9606 GN=SELENBP1 PE=1 SV=2,630222.9523,417728.6002,676761.5704,472887.9536,579077.3367,437673.3137,454487.2735,570813.3559,422943.6411,459635.1614,724313.2767
P0DOY2,Immunoglobulin lambda constant 2 OS=Homo sapiens OX=9606 GN=IGLC2 PE=1 SV=1,1617858.493,1323972.493,1716801.609,2350905.547,1801960.711,818035.1633,1399120.038,960042.7825,1008488.817,872131.4683,3593449.363
Q92499,ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2,2155417.406,1466116.159,2546006.24,1946733.78,2066293.691,1422940.427,1623038.991,1942881.061,1513049.112,1685522.572,2654404.908
P61026,Ras-related protein Rab-10 OS=Homo sapiens OX=9606 GN=RAB10 PE=1 SV=1,637116.832,429824.7886,648673.5151,667957.5747,601142.4424,376670.6599,470029.6472,448214.64,426260.301,372433.3123,693230.2058
P17252,Protein kinase C alpha type OS=Homo sapiens OX=9606 GN=PRKCA PE=1 SV=4,2365818.212,1608521.258,2284693.474,2174971.94,2237113.36,1626784.26,1635183.49,2110780.181,1645790.739,1735384.885,2649866.314
P23434,"Glycine cleavage system H protein, mitochondrial OS=Homo sapiens OX=9606 GN=GCSH PE=1 SV=2",1373992.655,1368215.88,1991093.627,2026500.444,1847015.067,1185080.182,1432931.926,1952065.292,1419392.729,1531462.267,2049887.391
P14406,"Cytochrome c oxidase subunit 7A2, mitochondrial OS=Homo sapiens OX=9606 GN=COX7A2 PE=1 SV=1",2897668.597,2466051.099,4067036.524,3204899.611,3218876.334,1966427.842,2509029.019,2187548.62,2501819.627,3144420.7,2980311.096
P42704,"Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3",2125676.503,1289118.652,2240769.634,1472810.046,1702437.627,1026919.863,1456863.608,1179403.211,1421022.888,1608905.385,1475039.439
P55786,Puromycin-sensitive aminopeptidase OS=Homo sapiens OX=9606 GN=NPEPPS PE=1 SV=2,1749315.308,1333745.67,1998347.124,1855571.911,1785611.686,1236531.507,1307196.124,1497549.849,1263999.381,1288535.282,1995636.081
O75116,Rho-associated protein kinase 2 OS=Homo sapiens OX=9606 GN=ROCK2 PE=1 SV=4,768655.5367,503881.0978,897537.8892,725086.6456,706967.2474,471534.1636,550199.7091,538046.7208,516174.6982,531401.9534,696644.3839
Q9Y3F4,Serine-threonine kinase receptor-associated protein OS=Homo sapiens OX=9606 GN=STRAP PE=1 SV=1,2925792.035,1877564.254,3210274.426,2374637.349,2688847.849,1870282.379,2181444.362,2229065.09,1946680.186,2117408.154,2850640.972
O15540,"Fatty acid-binding protein, brain OS=Homo sapiens OX=9606 GN=FABP7 PE=1 SV=3",1702883.932,1400898.442,2341415.51,2545912.34,2045895.755,1782537.889,1142355.786,2095046.729,1816099.235,1248056.899,2315247.426
O14745,Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Homo sapiens OX=9606 GN=SLC9A3R1 PE=1 SV=4,3166697.543,2290512.253,3190333.689,3065357.409,3016286.829,2047622.102,2317279.05,2771774.044,2357299.281,2484659.019,3597776.864
Q96F85,CB1 cannabinoid receptor-interacting protein 1 OS=Homo sapiens OX=9606 GN=CNRIP1 PE=1 SV=1,4284338.694,3651983.412,5475267.987,6228063.277,5032658.71,3698720.685,3863195.279,4077836.711,3312488.562,4420349.049,5436341.807
Q8WXF7,Atlastin-1 OS=Homo sapiens OX=9606 GN=ATL1 PE=1 SV=1,2930871.041,1888538.833,3418979.274,2703285.724,2588321.911,1753441.758,2049867.555,1954546.88,1878399.422,1999601.787,2694701.404
Q15365,Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2,3125456.901,1927124.784,3165111.438,2948537.877,2677472.645,1832694.446,2162664.552,2194051.935,2096640.497,2151601.178,3001799.035
P31323,cAMP-dependent protein kinase type II-beta regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2B PE=1 SV=3,4003210.828,3289530.665,5100834.512,4430517.681,4572166.952,3640640.957,3676060.028,4444501.966,2664317.678,3693570.779,5003984.785
Q9UJU6,Drebrin-like protein OS=Homo sapiens OX=9606 GN=DBNL PE=1 SV=1,1319534.597,876947.4762,1679946.931,1169876.546,1257610.68,837649.313,966726.1177,1035456.62,927124.2743,999276.1116,1425048.679
O14994,Synapsin-3 OS=Homo sapiens OX=9606 GN=SYN3 PE=1 SV=2,1130244.959,851392.8462,1306584.881,1392680.198,1082351.176,938159.0341,884516.3983,873273.7123,580620.9753,743344.7933,1344877.032
Q00325,"Phosphate carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=2",3352067.537,2229070.736,3610625.827,3144155.719,3043617.143,1845159.854,2208135.725,2185276.575,2268436.031,2348872.958,3228096.859
Q9UM19,Hippocalcin-like protein 4 OS=Homo sapiens OX=9606 GN=HPCAL4 PE=1 SV=3,475812.0591,385715.0152,617555.4462,471784.7974,514067.4221,363282.1542,425306.6108,389115.9133,341227.988,459594.9052,600107.7669
P19404,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV2 PE=1 SV=2",5710205.915,3492573.418,5843530.567,5163566.552,4870214.684,2726398.213,3992983.559,3128843.763,3583794.058,3744931.164,4962906.763
P30042,"ES1 protein homolog, mitochondrial OS=Homo sapiens OX=9606 GN=C21orf33 PE=1 SV=3",5809060.219,3174621.439,6185605.578,4981881.839,4454270.939,2712437.968,3428721.712,3155302.348,3257086.4,3775640.558,5436353.194
P13489,Ribonuclease inhibitor OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=2,1041862.646,765374.7783,1082512.505,1206896.898,1115896.399,645779.7649,715655.3252,1078205.073,802238.5466,665202.5457,1462401.77
Q9BRX8,Redox-regulatory protein FAM213A OS=Homo sapiens OX=9606 GN=FAM213A PE=1 SV=3,1842455.335,1319072.981,2011934.406,1925751.962,1737616.404,1309656.311,1305103.543,1394866.66,1147107.862,1425119.904,2201619.353
P43034,Platelet-activating factor acetylhydrolase IB subunit alpha OS=Homo sapiens OX=9606 GN=PAFAH1B1 PE=1 SV=2,1836828.146,1311380.989,2011037.032,1803184.051,1682191.356,1150512.93,1378966.587,1409837.737,1237798.088,1321470.426,1911516.093
P24534,Elongation factor 1-beta OS=Homo sapiens OX=9606 GN=EEF1B2 PE=1 SV=3,1593605.88,1110638.028,2022950.803,1304829.512,1419389.773,973849.0137,1169223.285,1376337.723,1105797.619,1278002.334,1424294.041
P15531,Nucleoside diphosphate kinase A OS=Homo sapiens OX=9606 GN=NME1 PE=1 SV=1,4066075.527,2979564.069,4812656.378,5007259.94,3896024.183,2464737.386,3140890.917,2991366.7,2940725.84,3032772.516,4922224.102
P19338,Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3,1404893.78,1232350.406,1565705.091,2931222.46,1596428.917,1082753.451,1729610.586,1701638.061,1077554.961,989313.2248,2567676.481
Q13177,Serine/threonine-protein kinase PAK 2 OS=Homo sapiens OX=9606 GN=PAK2 PE=1 SV=3,473238.458,372542.1235,534047.2749,514489.4263,460925.7236,311255.6387,356415.4185,406753.2041,331246.6865,366872.1685,575772.9482
O60268,Uncharacterized protein KIAA0513 OS=Homo sapiens OX=9606 GN=KIAA0513 PE=1 SV=1,3014061.65,1662750.094,3320207.086,2157013.925,2321930.576,1475091.939,2004657.381,1585285.523,1635227.009,1981570.232,2376560.261
P62745,Rho-related GTP-binding protein RhoB OS=Homo sapiens OX=9606 GN=RHOB PE=1 SV=1,2111822.923,1676646.493,2501248.995,2931584.477,2296018.207,1415353.3,1614389.096,2025832.76,1520695.561,1480816.724,2692999.328
O14818,Proteasome subunit alpha type-7 OS=Homo sapiens OX=9606 GN=PSMA7 PE=1 SV=1,1696669.933,1201848.311,1985091.842,1805762.438,1635073.252,1126850.695,1189742.094,1329642.352,1163866.049,1252844.356,1880643.826
P15121,Aldose reductase OS=Homo sapiens OX=9606 GN=AKR1B1 PE=1 SV=3,2789635.894,2022954.863,3359510.547,3017457.303,2814948.816,2129028.587,1478073.185,2403729.938,1849756.854,1992978.134,3697885.435
Q86UP2,Kinectin OS=Homo sapiens OX=9606 GN=KTN1 PE=1 SV=1,728760.5022,502926.6062,701151.8535,770591.1733,616671.0526,468481.5024,510545.6035,607670.2566,555438.191,478217.4975,858739.3376
P35080,Profilin-2 OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=3,2219621.91,1610159.349,2614009.617,2852768.23,2227547.145,1645094.436,1590538.621,1893901.61,1523588.747,1532219.829,3264460.142
P23526,Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4,2249312.88,1576771.681,2396191.526,2488087.439,2241243.654,1452548.937,1724015.527,1880996.662,1589107.674,1544063.337,2596677.126
P42765,"3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2",1639030.639,1057143.92,1530886.373,862712.5038,1397239.359,779712.6007,1260164.012,1240014.277,1216860.116,1319098.351,1532380.947
O75746,Calcium-binding mitochondrial carrier protein Aralar1 OS=Homo sapiens OX=9606 GN=SLC25A12 PE=1 SV=2,2885227.709,1742694.28,3230839.425,2264119.408,2474661.545,1347331.222,1740074.485,1784300.081,1855602.382,1929206.968,2797802.646
O14576,Cytoplasmic dynein 1 intermediate chain 1 OS=Homo sapiens OX=9606 GN=DYNC1I1 PE=1 SV=2,1065112.896,727118.4197,1261530.483,1447310.423,1140662,931166.1032,765311.8792,980105.4302,868090.5453,958853.405,1487383.167
Q9Y6K8,Adenylate kinase isoenzyme 5 OS=Homo sapiens OX=9606 GN=AK5 PE=1 SV=2,1416163.118,881349.4236,1617424.414,884438.5535,1201257.497,839457.9912,891283.8323,927993.7061,810311.4478,929898.5525,1494335.789
Q13367,AP-3 complex subunit beta-2 OS=Homo sapiens OX=9606 GN=AP3B2 PE=1 SV=2,1020570.019,678774.6813,1129708.134,1006795.971,916668.9811,598153.4681,716496.2185,713957.2673,682611.7051,764506.6313,1040030.614
P41222,Prostaglandin-H2 D-isomerase OS=Homo sapiens OX=9606 GN=PTGDS PE=1 SV=1,4555575.919,4675093.926,6244601.257,6419708.735,6523405.122,3591905.287,4783260.8,6513544.617,5270888.325,4480693.661,9361587.011
Q15819,Ubiquitin-conjugating enzyme E2 variant 2 OS=Homo sapiens OX=9606 GN=UBE2V2 PE=1 SV=4,1109597.152,888743.1553,1605896.53,1329570.668,1299589.309,778914.5271,931033.7639,1050078.021,956586.2158,963062.4529,1207091.489
P11586,"C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=3",854692.78,1012403.172,1212722.944,1629736.483,1335640.688,1039495.754,1073450.871,1375865.137,1023153.649,1015677.742,1549519.465
Q7Z6L0,Proline-rich transmembrane protein 2 OS=Homo sapiens OX=9606 GN=PRRT2 PE=1 SV=1,3499114.37,2278302.308,4251456.047,3260975.808,3118605.068,2107088.523,2524969.975,2003959.664,1886753.09,2564598.471,3331343.605
P21912,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHB PE=1 SV=3",2645430.32,2133255.291,3318215.089,3146197.443,2913048.886,1745275.305,2223740.049,2200403.064,2312201.549,2623715.256,3291066.251
O43865,S-adenosylhomocysteine hydrolase-like protein 1 OS=Homo sapiens OX=9606 GN=AHCYL1 PE=1 SV=2,1834066.944,1018775.218,1855474.355,1552487.519,1462299.057,963288.1958,1137485.35,1185715.29,1070404.905,1261155.953,1458091.878
P02647,Apolipoprotein A-I OS=Homo sapiens OX=9606 GN=APOA1 PE=1 SV=1,1208440.168,951501.3833,1283383.762,1373730.444,1262925.865,532084.1526,645139.4266,1182825.553,995235.5414,747643.1934,2082109.25
O60884,DnaJ homolog subfamily A member 2 OS=Homo sapiens OX=9606 GN=DNAJA2 PE=1 SV=1,4318560.034,3469145.761,5366119.092,5239372.177,4609906.299,3216418.797,3713617.546,4460977.876,3478537.743,3753563.633,5621762.837
P08237,"ATP-dependent 6-phosphofructokinase, muscle type OS=Homo sapiens OX=9606 GN=PFKM PE=1 SV=2",3118268.857,2098697.058,3599629.645,3315876.174,3072900.421,2045191.705,2266194.707,2461574.467,2154211.728,2273703.458,3455011.178
P40123,Adenylyl cyclase-associated protein 2 OS=Homo sapiens OX=9606 GN=CAP2 PE=1 SV=1,4632866.971,3226252.427,5609370.48,4774821.976,4286676.003,2634247.801,3335887.285,2851007.598,3072505.396,3835418.19,4420795.054
Q9Y4L1,Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1,1415807.822,860004.9989,1286380.005,1361281.404,1193508.53,817610.3111,901762.1293,1012756.453,805728.4461,924320.8743,1365730.113
O75122,CLIP-associating protein 2 OS=Homo sapiens OX=9606 GN=CLASP2 PE=1 SV=2,302966.4076,189327.2276,327927.5891,271114.8956,251391.6268,165641.3669,223613.288,206588.0231,207314.6194,218952.5781,300385.4347
Q92930,Ras-related protein Rab-8B OS=Homo sapiens OX=9606 GN=RAB8B PE=1 SV=2,50589.13477,49104.78711,77035.8125,73626.76563,69938.28516,40538.90234,48650.43945,55946.11719,46494.85742,51980.13086,74333.03125
P52907,F-actin-capping protein subunit alpha-1 OS=Homo sapiens OX=9606 GN=CAPZA1 PE=1 SV=3,1028414.966,703084.8382,1219985.228,1240291.851,947343.5361,589435.5571,738008.5496,749379.739,659307.5685,737440.2107,1164429.134
Q9BXK5,Bcl-2-like protein 13 OS=Homo sapiens OX=9606 GN=BCL2L13 PE=1 SV=1,607634.2699,392132.0013,743512.7629,643812.317,552354.3435,418307.0916,376318.6129,369500.978,331353.1063,430838.0271,700038.1168
P05387,60S acidic ribosomal protein P2 OS=Homo sapiens OX=9606 GN=RPLP2 PE=1 SV=1,4141632.705,2492982.442,4573655.21,4321465.322,3415005,2283172.199,2955185.371,2877761.88,2704706.886,2688970.843,3966345.104
P51148,Ras-related protein Rab-5C OS=Homo sapiens OX=9606 GN=RAB5C PE=1 SV=2,1661860.206,1280290.673,1911517.994,1738241.368,1633945.861,1109686.823,1304309.2,1488890.101,994340.5254,1384927.322,2055776.459
Q99623,Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2,1613924.232,1228726.793,2116000.354,1881062.89,1636154.841,975638.9683,1294348.547,1168486.203,1168550.77,1283469.679,1840155.421
P07910,Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=4,1809374.41,1250365.931,1848342.32,2019893.552,1609634.55,1173992.531,1388899.406,1499090.831,1355857.515,1255390.186,1945864.96
P08559,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Homo sapiens OX=9606 GN=PDHA1 PE=1 SV=3",2566789.214,1812237.218,3161650.665,2027105.335,2415704.413,1407287.249,1787169.479,1691204.018,1752741.211,2212091.105,2394617.223
Q9UBC2,Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens OX=9606 GN=EPS15L1 PE=1 SV=1,1050955.224,679021.4371,1169652.682,1072166.534,965238.655,647022.8053,776456.9008,785877.1215,707876.4723,744146.2529,968145.5464
P01112,GTPase HRas OS=Homo sapiens OX=9606 GN=HRAS PE=1 SV=1,3312152.126,2366043.972,3538109.059,4326856.161,3183098.439,2210835.473,2450477.04,2619970.198,2115480.53,2032135.451,4178974.376
O00330,"Pyruvate dehydrogenase protein X component, mitochondrial OS=Homo sapiens OX=9606 GN=PDHX PE=1 SV=3",3313385.865,1649024.366,2935178.968,2562054.45,2347434.79,1430836.727,1939146.082,1468737.666,1761342.297,1793239.702,2442653.165
P49327,Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3,951438.8488,698266.9417,1105807.212,1026185.092,985229.8084,657043.9567,647462.9801,899641.8461,724496.1266,745742.7174,1064455.263
P61006,Ras-related protein Rab-8A OS=Homo sapiens OX=9606 GN=RAB8A PE=1 SV=1,40762.64844,26100.39453,44679.8125,42004.81641,37816.50391,21254.30273,29912.125,33961.42578,27818.28516,33061.75781,46805.9375
Q6YN16,Hydroxysteroid dehydrogenase-like protein 2 OS=Homo sapiens OX=9606 GN=HSDL2 PE=1 SV=1,1758822.031,1130545.833,1683246.751,1488805.113,1536412.576,942255.396,1362032.551,1320761.249,1191197.735,1166966.456,1845718.654
P63167,"Dynein light chain 1, cytoplasmic OS=Homo sapiens OX=9606 GN=DYNLL1 PE=1 SV=1",1704351.253,1177446.828,1938426.46,1566055.032,1729015.472,1006356.395,1295026.098,1661049.697,1366424.218,1303630.518,2210793.485
O75223,Gamma-glutamylcyclotransferase OS=Homo sapiens OX=9606 GN=GGCT PE=1 SV=1,729069.7445,605718.687,850356.1526,762050.7477,781800.2378,523689.2236,599430.2872,550095.5402,555823.8472,680453.4355,826751.2208
P25398,40S ribosomal protein S12 OS=Homo sapiens OX=9606 GN=RPS12 PE=1 SV=3,3651499.329,2576250.96,3898747.7,4022737.977,3516221.276,2292764.942,2889603.204,3281151.15,2685839.192,2863616.92,3881571.24
P21397,Amine oxidase [flavin-containing] A OS=Homo sapiens OX=9606 GN=MAOA PE=1 SV=1,2103888.325,1619703.708,2457714.507,2266752.628,2119523.021,1298052.301,1398384.978,1878320.06,1792081.034,1531409.373,2553101.677
P61204,ADP-ribosylation factor 3 OS=Homo sapiens OX=9606 GN=ARF3 PE=1 SV=2,2912489.335,2311766.632,3740061.385,4961203.599,3605178.743,2685089.406,2205294.89,2641006.591,2470971.666,2384217.852,3685745.05
Q16795,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFA9 PE=1 SV=2",1747750.475,1189643.816,1998748.228,2225337.806,1673562.125,1073229.119,1320194.676,1127708.838,1437293.262,1371706.115,1641817.421
P01116,GTPase KRas OS=Homo sapiens OX=9606 GN=KRAS PE=1 SV=1,688054.9175,557088.4167,834027.7954,977787.627,684931.4634,460707.7024,659544.0337,572530.3191,544242.0601,449124.4109,904520.0801
P52943,Cysteine-rich protein 2 OS=Homo sapiens OX=9606 GN=CRIP2 PE=1 SV=1,1223317.599,973084.0995,1997723.907,1251315.924,1318604.343,788101.2631,1016896.536,980163.0303,931197.9413,1185900.084,1212334.48
P11766,Alcohol dehydrogenase class-3 OS=Homo sapiens OX=9606 GN=ADH5 PE=1 SV=4,4963231.698,3590845.281,5790893.412,4335334.804,4769127.218,3410057.837,3634537.062,4404959.153,3542262.541,3404025.12,5787054.266
