Accession,Description,"Abundances (Grouped): F1, 126","Abundances (Grouped): F1, 127N","Abundances (Grouped): F1, 127C","Abundances (Grouped): F1, 128N","Abundances (Grouped): F1, 128C","Abundances (Grouped): F1, 129N","Abundances (Grouped): F1, 129C","Abundances (Grouped): F1, 130N","Abundances (Grouped): F1, 130C","Abundances (Grouped): F1, 131N","Abundances (Grouped): F1, 131C"
O75914,Serine/threonine-protein kinase PAK 3 OS=Homo sapiens OX=9606 GN=PAK3 PE=1 SV=2,414329.3594,358457.0547,443224.1563,388015.8799,377600.6875,428240.8809,352656.4219,367719.5225,296709.6777,372788.0522,541441.0547
P11233,Ras-related protein Ral-A OS=Homo sapiens OX=9606 GN=RALA PE=1 SV=1,5732423.034,5825788.118,5501501.731,6508127.869,7814945.294,6589613.781,5699762.223,5285308.615,4858186.017,5314322.136,7754073.582
P61019,Ras-related protein Rab-2A OS=Homo sapiens OX=9606 GN=RAB2A PE=1 SV=1,3689228.539,3456629.223,3575594.063,3836800.569,3544155.205,3534152.596,2868221.895,3719611.237,2670002.089,3150370.352,4564807.819
O75116,Rho-associated protein kinase 2 OS=Homo sapiens OX=9606 GN=ROCK2 PE=1 SV=4,1279231.818,1183432.191,1190235.265,1304985.938,1312717.119,1329682.655,1030163.626,1213620.058,949781.4659,1034967.302,1525448.264
Q15286,Ras-related protein Rab-35 OS=Homo sapiens OX=9606 GN=RAB35 PE=1 SV=1,987134.7223,873340.131,937896.3652,970114.9164,918690.3462,1007095.98,810068.1649,970170.3949,683427.5901,890060.3307,1315503.812
Q86UP2,Kinectin OS=Homo sapiens OX=9606 GN=KTN1 PE=1 SV=1,1068272.344,769754.5876,882090.9916,832469.6453,1100107.547,932949.1443,772092.5748,790626.7593,678258.418,733614.4573,1034830.715
P27824,Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2,5660453.689,4648981.936,4177541.627,4667276.544,5510962.91,5128024.906,3777644.879,4351801.758,3226471.397,3823625.77,6823646.08
P58546,Myotrophin OS=Homo sapiens OX=9606 GN=MTPN PE=1 SV=2,5827272.063,5355144.432,5804861.185,5720625.484,6371892.529,5842339.634,4504764.926,5024118.679,4048104.541,4790247.88,6949214.427
P31323,cAMP-dependent protein kinase type II-beta regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2B PE=1 SV=3,2502196.872,1948084.423,1921543.65,2145317.486,2504953.906,2241611.065,2070878.867,2279871.413,1721334.479,2190196.573,2496296.056
P61088,Ubiquitin-conjugating enzyme E2 N OS=Homo sapiens OX=9606 GN=UBE2N PE=1 SV=1,3350575.263,2782863.483,2660389.466,2891891.412,3136399.458,3196476.827,2504969.495,2904081.5,2130258.593,2916629.899,3784269.582
P26038,Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3,504008.0166,394209.9199,477962.5874,551113.2157,591317.7324,567617.8711,375575.0757,392792.7981,368754.2432,344709.7146,534231.5654
O00330,"Pyruvate dehydrogenase protein X component, mitochondrial OS=Homo sapiens OX=9606 GN=PDHX PE=1 SV=3",4435057.748,3142918.617,3309875.706,3718105.446,3246396.656,4035161.625,2671571.869,3774652.358,2436936.775,3482444.194,5206064.538
P31939,Bifunctional purine biosynthesis protein PURH OS=Homo sapiens OX=9606 GN=ATIC PE=1 SV=3,2959374.196,2136004.157,2671758.26,3364024.775,3085167.606,2773590.647,2401693.989,3379085.959,1511582.945,2424076.794,3192058.559
P36871,Phosphoglucomutase-1 OS=Homo sapiens OX=9606 GN=PGM1 PE=1 SV=3,5580371.592,5037110.725,5000957.903,6188887.855,4956893.463,5391653.188,3619636.926,5322811.853,3582521.377,4805643.573,5921882.777
P41222,Prostaglandin-H2 D-isomerase OS=Homo sapiens OX=9606 GN=PTGDS PE=1 SV=1,8480591.473,7239919.385,6490316.421,6912956.451,8354342.73,6219221.879,4802082.579,6458746.861,5564996.393,4925604.915,5786796.543
Q9UPY8,Microtubule-associated protein RP/EB family member 3 OS=Homo sapiens OX=9606 GN=MAPRE3 PE=1 SV=1,3923765.385,2492472.557,2274351.235,2349671.39,3026225.143,2949746.811,2118153.375,2065656.074,2062593.082,3127219.479,3539292.786
Q15365,Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2,4214964.955,3182437.243,3201175.802,3661663.322,4021030.719,3846046.836,2751204.311,2901881.788,2440521.441,3445284.222,4426412.393
P19404,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV2 PE=1 SV=2",5727520.448,5147059.593,4461049.947,5176917.494,4262914.921,5030302.477,3812021.132,4956479.373,3723458.218,5514280.448,7619641.533
P24534,Elongation factor 1-beta OS=Homo sapiens OX=9606 GN=EEF1B2 PE=1 SV=3,2305489.428,1830042.733,2035441.252,1984449.985,1862634.527,2125358.193,1665976.474,1816536.749,1503762.602,1969052.288,2689177.493
Q14019,Coactosin-like protein OS=Homo sapiens OX=9606 GN=COTL1 PE=1 SV=3,4744998.706,4283553.766,4720859.344,5129920.739,4782411.447,4517866.465,2981516.121,3973265.235,3335645.849,3668651.772,4512824.009
P49821,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV1 PE=1 SV=4",3528543.648,2695206.846,2565314.75,2829776.291,2599743.275,3082754.908,2111845.749,2588256.602,1953938.364,3103827.099,4134925.059
P00738,Haptoglobin OS=Homo sapiens OX=9606 GN=HP PE=1 SV=1,4155457.129,2195737.792,3230266.68,2755343.28,2010483.563,3773989.867,1214490.948,2727558.772,4333152.739,3868273.217,3979879.942
Q9Y3F4,Serine-threonine kinase receptor-associated protein OS=Homo sapiens OX=9606 GN=STRAP PE=1 SV=1,2819803.596,2897363.791,2954846.896,3039370.62,2908947.614,2872023.228,2483882.346,2923519.713,2137579.395,2481302.919,3593159.662
Q8IZP2,Putative protein FAM10A4 OS=Homo sapiens OX=9606 GN=ST13P4 PE=5 SV=1,68200.4668,67774.98438,62466.1875,63070.94141,66680.87305,70073.14063,52889.87109,67093.24219,47595.03418,65354.30859,89491.88281
Q9Y4L1,Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1,1321889.631,1072582.156,1264854.817,1229779.547,1117810.154,1298774.233,1042718.266,1297956.425,912923.1131,1129502.611,1674502.427
P31943,Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4,1035485.112,758129.9683,767931.7109,918083.6445,799013.4268,884285.5376,684870.5815,749577.3008,612983.4839,723798.4404,964350.1431
P35080,Profilin-2 OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=3,3570609.323,2336234.234,2373594.229,2437109.662,2905599.144,3040302.252,2350366.023,2442275.104,1903475.8,2678723.437,3248431.888
P22061,Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4,7798325.072,5675441.499,8383854.09,5994880.873,8597888.743,8204412.448,7008931.554,7245130.944,4176434.093,8331890.621,8628742.098
Q13404,Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1 PE=1 SV=2,465062.9543,516286.588,517807.2363,529804.0515,484971.072,557170.179,405287.1152,476457.1086,432372.4219,475869.3636,731856.67
O15540,"Fatty acid-binding protein, brain OS=Homo sapiens OX=9606 GN=FABP7 PE=1 SV=3",1985121.889,1842817.668,1501465.92,1829216.399,1229848.842,1811447.464,894261.1123,1895772.591,1141924.671,1429108.12,1889840.871
O14994,Synapsin-3 OS=Homo sapiens OX=9606 GN=SYN3 PE=1 SV=2,1177734.366,927240.4432,912417.1498,975067.6052,790321.1963,1055665.993,793287.3067,1094851.704,675768.1053,876297.9578,1197802.517
P14854,Cytochrome c oxidase subunit 6B1 OS=Homo sapiens OX=9606 GN=COX6B1 PE=1 SV=2,2540385.553,2214233.339,1506979.021,1981366.126,1693782.093,2333204.697,1911258.605,2133314.139,1696313.298,2222991.184,2267338.301
P07237,Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3,2638073.734,2162903.405,2396793.131,2628097.482,2203694.684,2510302.037,2114501.901,2431209.932,1876350.354,2312456.645,3268330.276
P0DOY2,Immunoglobulin lambda constant 2 OS=Homo sapiens OX=9606 GN=IGLC2 PE=1 SV=1,1126885.055,1026865.623,1919384.648,2208545.14,2919660.272,2480937.64,6051605.619,3433451.147,1205211.359,1883455.771,1570708.854
Q9H2X9,Solute carrier family 12 member 5 OS=Homo sapiens OX=9606 GN=SLC12A5 PE=1 SV=3,2856511.838,2022615.428,2373626.183,2533662.952,1874568.489,2571420.089,1555198.787,2479987.223,1737578.491,2319028.059,3265383.162
Q16836,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=3",5908603.046,4634602.243,4723071.55,5237531.308,4271843.109,5211239.149,3982162.444,4261884.247,3536339.527,4478433.601,6577695.511
Q13228,Methanethiol oxidase OS=Homo sapiens OX=9606 GN=SELENBP1 PE=1 SV=2,1238544.059,689103.3817,981331.3149,1051320.356,896858.1296,1028013.791,678942.4692,854507.2747,674638.6429,1028968.159,1097481.21
P23246,"Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",2315337.563,1698448.892,1927835.444,1854046.866,2088928.866,2000996.066,1756865.233,1216719.163,1471513.644,1810120.201,2560400.314
P14406,"Cytochrome c oxidase subunit 7A2, mitochondrial OS=Homo sapiens OX=9606 GN=COX7A2 PE=1 SV=1",3622261.052,4822569.253,4012133.737,4336299.493,3375316.677,4315712.898,3731822.321,4902125.939,3054546.314,3820682.981,5688565.487
P62826,GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=3,5757354.032,5228279.765,5487543.021,5761673.532,5699961.627,5646959.39,4325011.091,4629775.952,3974896.85,4737997.786,7192980.571
O75122,CLIP-associating protein 2 OS=Homo sapiens OX=9606 GN=CLASP2 PE=1 SV=2,886614.7001,781891.4178,763753.1165,871810.7886,1001585.165,898550.012,730138.7395,827470.5327,611852.553,734479.4434,1093443.675
P30085,UMP-CMP kinase OS=Homo sapiens OX=9606 GN=CMPK1 PE=1 SV=3,3327114.569,2765749.831,2932470.877,3144928.769,3499631.618,3161600.43,2354631.712,2863042.452,2067194.578,2620893.401,3602465.639
Q9Y2Q0,Phospholipid-transporting ATPase IA OS=Homo sapiens OX=9606 GN=ATP8A1 PE=1 SV=1,1245644.418,1115204.197,1161078.769,1224571.489,890018.9159,1141036.875,764028.6315,1231598.181,692134.6639,886507.2919,1112337.244
Q9BY67,Cell adhesion molecule 1 OS=Homo sapiens OX=9606 GN=CADM1 PE=1 SV=2,684899.5552,459844.7544,573413.7344,543213.1699,403454.8438,619492.3252,477433.8491,510979.9858,415823.0234,592559.9634,709080.5903
O14576,Cytoplasmic dynein 1 intermediate chain 1 OS=Homo sapiens OX=9606 GN=DYNC1I1 PE=1 SV=2,1411649.104,1044744.585,1029861.274,1099754.964,1250420.829,1214537.23,904924.4233,1107078.665,840009.5882,1009882.857,1416804.401
P23515,Oligodendrocyte-myelin glycoprotein OS=Homo sapiens OX=9606 GN=OMG PE=1 SV=2,3643689.21,4030965.732,3528198.548,4038608.202,4748612.358,3747494.618,4137633.067,2905563.533,2737645.198,2455303.348,3885597.121
P00492,Hypoxanthine-guanine phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=HPRT1 PE=1 SV=2,1998997.659,1318901.078,1409746.443,1402962.788,1564325.868,1639797.143,1418754.496,1571175.671,1118765.879,1516443.078,1812997.211
P23284,Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2,3215440.841,2916411.623,2739559.717,3021721.206,3399039.445,3163019.093,2566200.104,2477464.002,2250383.031,2621893.563,4046200.606
Q7Z6L0,Proline-rich transmembrane protein 2 OS=Homo sapiens OX=9606 GN=PRRT2 PE=1 SV=1,4283803.389,3407833.23,3752633.084,4438441.021,3779221.346,4416936.637,3637801.717,4147112.314,2964496,3966966.709,5096208.348
P61586,Transforming protein RhoA OS=Homo sapiens OX=9606 GN=RHOA PE=1 SV=1,2710580.493,1880124.473,1640262.141,2162352.787,2941317.812,2426757.902,2242862.041,1774800.151,1911955.208,2210070.18,2080833.064
P61163,Alpha-centractin OS=Homo sapiens OX=9606 GN=ACTR1A PE=1 SV=1,1152125.604,1134816.889,1238469.471,1344804.778,1515320.581,1257487.472,1065276.779,1285241.836,870163.8623,858886.5784,1593506.575
P15121,Aldose reductase OS=Homo sapiens OX=9606 GN=AKR1B1 PE=1 SV=3,3611664.363,2946363.799,2370638.775,3236232.226,3089054.51,3086777.58,2271673.383,2656893.663,1949474.613,2378908.343,2873403.892
O60268,Uncharacterized protein KIAA0513 OS=Homo sapiens OX=9606 GN=KIAA0513 PE=1 SV=1,2164423.153,1798106.375,1975957.288,2100391.488,1602207.209,2075488.399,1563619.455,2105465.993,1434781.076,1815398.636,2663497.361
O43837,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=IDH3B PE=1 SV=2",4039851.738,3194171.258,3197486.018,3565493.119,3008714.897,3582124.401,2559007.601,3663292.16,2266518.218,3154670.898,5314047.685
P02647,Apolipoprotein A-I OS=Homo sapiens OX=9606 GN=APOA1 PE=1 SV=1,1121399.048,1246135.316,1183650.246,1496207.618,2071093.834,1588322.061,771555.2101,2287273.674,1608384.094,1007454.903,3419183.94
O14818,Proteasome subunit alpha type-7 OS=Homo sapiens OX=9606 GN=PSMA7 PE=1 SV=1,2402704.516,2147320.007,2163047.07,2518403.733,2253399.977,2363914.092,1681619.699,2303291.194,1470210.824,1907871.268,2613578.238
Q9UJU6,Drebrin-like protein OS=Homo sapiens OX=9606 GN=DBNL PE=1 SV=1,1323327.186,1214050.104,1363364.564,1368601.403,1444967.919,1470885.727,1093133.106,1502304.521,964937.9901,1259885.133,1649529.753
O75223,Gamma-glutamylcyclotransferase OS=Homo sapiens OX=9606 GN=GGCT PE=1 SV=1,1085281.797,1239256.594,1180554.575,1236667.458,1555031.982,1259333.385,901748.7808,1330019.876,907748.5569,1162952.987,1422858.705
P23526,Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4,3026948.064,2503323.293,2583364.242,2866758.306,3470808.938,2764256.256,2277665.081,2464860.501,1796695.315,2425457.966,3102643.752
P42658,Dipeptidyl aminopeptidase-like protein 6 OS=Homo sapiens OX=9606 GN=DPP6 PE=1 SV=2,2882718.557,2573589.922,2590606.521,2376042.53,2586193.462,2769796.379,2635756.666,2670092.695,1995356.285,2866345.025,3599465.466
Q9Y6K8,Adenylate kinase isoenzyme 5 OS=Homo sapiens OX=9606 GN=AK5 PE=1 SV=2,1754085.801,1613277.481,1825703.892,1771831.982,1642481.924,1786557.256,1429546.92,1637856.853,1304032.396,1547306.784,1710251.416
Q96FC7,Phytanoyl-CoA hydroxylase-interacting protein-like OS=Homo sapiens OX=9606 GN=PHYHIPL PE=1 SV=3,2205821.852,1933481.098,1975166.692,2171986.464,2227702.484,2187579.159,1778823.556,1937124.291,1504445.003,1660228.517,2573478.18
P99999,Cytochrome c OS=Homo sapiens OX=9606 GN=CYCS PE=1 SV=2,4828452.605,6143851.171,2611259.671,4753423.582,3663660.982,4635738.984,3190841.147,2883812.253,4694216.382,5780062.489,8659384.515
O43181,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS4 PE=1 SV=1",5711523.909,4846977.991,4941659.197,5372722.743,4475546.798,5260249.527,3551231.473,3650931.957,3474894.475,4741150.648,7707963.504
O60641,Clathrin coat assembly protein AP180 OS=Homo sapiens OX=9606 GN=SNAP91 PE=1 SV=2,6237319.056,3938499.165,4374255.638,4409645.728,4412635.178,4883877.65,3545855.96,3943694.929,3015711.656,4540152.063,6145174.688
P02511,Alpha-crystallin B chain OS=Homo sapiens OX=9606 GN=CRYAB PE=1 SV=2,5594247.571,4796688.619,3923474.972,5408078.688,18901800.46,6437244.461,7200682.126,3666844.089,5541865.507,3473800.329,5248884.252
P43003,Excitatory amino acid transporter 1 OS=Homo sapiens OX=9606 GN=SLC1A3 PE=1 SV=1,2468786.477,1544225.55,1771886.942,1631800.686,1849968.791,2152284.531,2230892.85,2029214.483,1280647.67,1858233.438,2518951.093
Q9Y639,Neuroplastin OS=Homo sapiens OX=9606 GN=NPTN PE=1 SV=2,3815815.289,2893058.884,2937174.109,3606979.868,2534574.364,3467282.361,2278406.054,3391889.606,2199304.578,2862552.69,3957577.688
P02675,Fibrinogen beta chain OS=Homo sapiens OX=9606 GN=FGB PE=1 SV=2,836307.5562,548939.2115,576272.3947,936527.3555,1091440.607,924494.0127,438563.9254,1303805.817,813202.5907,1001228.179,914513.3936
Q15075,Early endosome antigen 1 OS=Homo sapiens OX=9606 GN=EEA1 PE=1 SV=2,1113746.847,910420.7263,1009334.9,1002158.15,991408.4976,1040710.153,804529.9473,1009909.559,762333.5809,879088.0469,1230628.429
P25713,Metallothionein-3 OS=Homo sapiens OX=9606 GN=MT3 PE=1 SV=1,5271966.489,2961058.316,3561369.705,3307929.302,3450959.807,3691947.965,3435342.535,1612385.504,2969799.642,3457212.879,5452708.903
P40123,Adenylyl cyclase-associated protein 2 OS=Homo sapiens OX=9606 GN=CAP2 PE=1 SV=1,4461221.615,4632432.916,4875209.055,4866300.625,5662385.817,5239994.409,4194122.246,5081435.469,3684913.045,4915366.515,7021748.203
Q15435,Protein phosphatase 1 regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PPP1R7 PE=1 SV=1,2087901.651,1747071.57,1970620.401,2043666.561,2051136.868,1948204.886,1714420.803,1886175.048,1481426.915,1741348.716,2552779.122
P61224,Ras-related protein Rap-1b OS=Homo sapiens OX=9606 GN=RAP1B PE=1 SV=1,3419284.576,2761549.268,2651033.501,2975346.938,5452342.315,3531045.261,3262022.764,2651022.236,3041438.893,2954184.4,3343758.461
Q15185,Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1,3397912.788,2634611.499,2994464.537,3235272.141,3095297.8,2927485.141,2252453.559,2828303.569,2129120.957,2509887.177,3807183.271
P17252,Protein kinase C alpha type OS=Homo sapiens OX=9606 GN=PRKCA PE=1 SV=4,1086833.97,949650.8535,994950.5571,1093307.813,936745.5176,1055397.823,847701.5269,1040407.94,710810.6379,921099.9063,1125400.206
Q15366,Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1,535695.2007,368387.5349,359239.0422,352974.4021,448078.6033,423085.51,350515.1528,350441.8003,310720.8838,419584.0735,463022.0576
Q9BX68,"Histidine triad nucleotide-binding protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=HINT2 PE=1 SV=1",1153902.592,749587.6877,719508.5557,743299.7666,768287.5311,935252.3184,619076.7059,745106.8174,581185.1348,910910.5807,1189426.74
P33176,Kinesin-1 heavy chain OS=Homo sapiens OX=9606 GN=KIF5B PE=1 SV=1,398612.4324,320252.2833,382536.564,390335.1028,459011.1245,423874.9373,331055.4652,352258.9092,292214.6193,311682.9299,472894.2722
O14745,Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Homo sapiens OX=9606 GN=SLC9A3R1 PE=1 SV=4,3487997.835,2511800.86,2978388.861,2852643.066,3512795.638,3047690.841,2256413.654,2582104.154,2320702.585,2916169.557,3706576.55
P51991,Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2,3195420.693,2542401.169,3327305.72,3208907.71,2665949.37,3190471.994,2592897.753,3150021.716,2013205.685,2709106.411,4062392.866
P49327,Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3,952142.3218,876062.9131,909093.9713,951665.9463,964885.8582,937141.1163,705197.9379,861037.4973,674575.5344,827039.7178,1106703.159
Q9BQI5,SH3-containing GRB2-like protein 3-interacting protein 1 OS=Homo sapiens OX=9606 GN=SGIP1 PE=1 SV=2,991631.1191,956557.0317,1128494.132,1080753.277,1055874.141,1143228.082,1029143.202,1098572.263,759925.4709,1097739.866,1497481.521
Q16795,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFA9 PE=1 SV=2",3881306.345,3261560.732,3015362.807,3173682.391,2952698.099,3309349.406,2330206.166,2890076.592,2047696.98,3373328.391,4842355.927
P15531,Nucleoside diphosphate kinase A OS=Homo sapiens OX=9606 GN=NME1 PE=1 SV=1,4383535.234,4111614.504,3897496.242,4195762.014,4659575.671,4457244.409,3230556.584,4389856.823,1853960.653,3938292.143,5118563.554
Q99623,Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2,2313376.811,2052038.024,1978935.744,2342835.095,2231906.767,2320389.122,1564645.691,2032108.272,1520819.749,1958784.888,3391775.247
P51148,Ras-related protein Rab-5C OS=Homo sapiens OX=9606 GN=RAB5C PE=1 SV=2,1330482.769,1378753.187,1467758.219,1458450.319,1413116.44,1544982.022,1546524.141,1489017.074,1251264.72,1298264.692,1830729.866
P24539,"ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1 PE=1 SV=2",6084701.261,5095513.508,4250063.458,5486949.476,4301494.531,5102881.802,3495824.591,4273157.409,3307569.304,3501118.722,6779814.325
P01112,GTPase HRas OS=Homo sapiens OX=9606 GN=HRAS PE=1 SV=1,3485139.217,2950089.21,2989977.073,3190004.297,3462771.771,3433982.595,2753114.179,3078607.717,2424489.168,3065500.656,3992583.364
Q7L266,Isoaspartyl peptidase/L-asparaginase OS=Homo sapiens OX=9606 GN=ASRGL1 PE=1 SV=2,4859391.362,3338585.558,2874075.724,3816280.27,2968957.051,3651791.487,3397052.508,4210066.902,2317487.909,3182933.983,4057164.53
P21926,CD9 antigen OS=Homo sapiens OX=9606 GN=CD9 PE=1 SV=4,3773173.952,4421657.531,1758609.125,3366252.486,6624453.994,3175653.776,4632704.623,1288784.736,4573020.896,2691160.946,2207679.384
P63167,"Dynein light chain 1, cytoplasmic OS=Homo sapiens OX=9606 GN=DYNLL1 PE=1 SV=1",1892863.192,1589154.027,1974626.95,2030683.486,2397848.32,2051166.418,1807779.846,1902295.853,1687776.301,1797564.687,2058286.509
Q7L099,Protein RUFY3 OS=Homo sapiens OX=9606 GN=RUFY3 PE=1 SV=1,2776155.396,2442422.035,2549252.95,2682258.137,3174886.125,2642362.628,2215562.347,2467431.069,1942492.576,2133764.116,3080337.857
Q8WXF7,Atlastin-1 OS=Homo sapiens OX=9606 GN=ATL1 PE=1 SV=1,3025814.132,2652349.126,2618411.074,2951913.96,2984405.029,3014030.631,2373781.927,2802559.872,2115654.933,2687483.451,3561121.736
P60983,Glia maturation factor beta OS=Homo sapiens OX=9606 GN=GMFB PE=1 SV=2,1663734.862,1489295.263,1587649.935,1502249.568,1873237.055,1545805.828,1234108.909,1417269.244,1093678.485,1402372.206,1947957.892
P56385,"ATP synthase subunit e, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5I PE=1 SV=2",3819632.582,3086936.419,2058159.699,2881670.622,2297896.56,2937840.261,2066868.192,2260985.186,1954379.338,2638207.346,3659718.237
P23434,"Glycine cleavage system H protein, mitochondrial OS=Homo sapiens OX=9606 GN=GCSH PE=1 SV=2",1853613.512,1489561.922,1801811.061,1710202.379,1564783.093,1867734.016,1623264.83,1816605.466,1436836.936,1801558.529,2506088.977
